id,ad,kategori,malzemeler,hazirlanis,aciklama,duygu_etiketi
-MbNzzaFNPRav2YbvZxP,Fırında Yumurtalı Ekmek Tarifi,Kahvaltılık,yumurta;maydanoz;ekmek;toz kırmızı biber;tuz;zeytinyağı;kaşar peyniri;,"1.) Yumurtaları derince bir kaba kırın ve üstüne ince doğranmış maydanozları, rendelenmiş kaşar peynirinin yarısını ve baharatları ekleyip güzelce çırpın.
2.) Yağı da ekledikten sonra güzelce karıştırın. Ekmekleri içerisine güzelce batırın.
3.) Yağlı kağıt serilmiş bir fırın tepsisine, her iki tarafını da hazırladığınız karışıma batırdığınız bayat ekmekleri güzelce yerleştirin.
4.) Kalan kaşarları da üstlerine serptikten sonra, önceden ısıtılmış 230 derece fırında üstleri kızarana dek, kontrollü olarak kızarana dek pişirin ve sıcak sıcak servis edin.
","Yağ çekmeden, fırında çıtır çıtır pişen, yemelere doyum olmayan, nefis mi nefis fırında yumurtalı ekmek tarifi karşınızda!",nötr
-MbNzzi3MRldn35jQpAG,Peynirli Börek Tarifi,Hamur İşi,maden suyu;süt;yoğurt;sıvı yağ;yumurta;ufalanmış beyaz peynir;mihaliç peyniri;günlük yufka;yumurta;çörek otu;susam;,"1.) Börek içine süreceğiniz sosu hazırlamak için yoğurt, süt, maden suyu, 1 adet  yumurta ve sıvı yağı bir kaseye alarak güzelce çırpın ve kenara alın.
2.) Fırın tepsisini sıvı yağ veya tereyağ ile yağlayın. İlk yufkayı bütün halinde tepsiye serip kenarlarını düzeltin.
3.) Başka bir yufka alarak büyük parçalara ayırın ve ilk yufkanın üzerine yerleştirin. Ardından bir kepçe yardımıyla hazırladığınız sostan dökün ve peynirleri karışırarak hazırladığınız peynirli iç harcınızdan serpiştirin.
4.) Son 1 adet yufkanız kalana dek işleme devam edin. Her katman için yarım yufka, sos ve 1-2 yemek kaşığı peynirli harç kullanarak işlemi tekrar edin.
5.) Son yufkayı üzerine koymadan önce kenarlardan sarkan yufkaları içe doğru katlayın. Kalan sostan sürün.
6.) Ardından 1 adet bütün yufkayı üzerine kapatıp kenarlardan sarkan kısımlarını böreğin altına doğru kıvırın.
7.) Çok az kalmış olan sosunuzun içine 1 adet yumurta kırın ve karıştırın. Böreğin üst ve yan kısımlarına güzelce sürün. Susam ve çörekotu serpiştirin. Sosunu güzelce çekmesi için 10-15 dakika dinlendirin.
8.) Önceden ısıtmış olduğunuz 180 derece fırında yaklaşık 30-40 dakika pişirin. Pişerken sosunda bulunan maden suyu sebebiyle kabaracaktır. Fırını açmayın ve iyice renk alana dek pişmeye bırakın. Fırından çıkardıktan sonra dilimleyip servis edin.
","Adeta su böreği tadında, dışı çıtır çıtır içi yumuşacık; anne eli değmişçesine yüreğinize dokunacak peynirli börek tarifi adım adım aşamalarıyla burada!",enerji verir
-MbO--AWt5JTbmgfUX7A,Salamlı Kahvaltılık Muffin Tarifi,Kahvaltılık,pratik macar salam;yumurta;un;kırmızı kapya biber;taze soğan;zeytinyağı;ufalanmış beyaz peynir;yoğurt;kabartma tozu;tuz;karabiber;,"1.) Fırını 180 derecede ısıtın.
2.) Salamları ve kırmızı biberi minik küpler halinde doğrayın.
3.) Yeşil soğanların yeşil kısımlarını ince ince kıyın. Bir miktar saplarından da ilave edin.
4.) Bir kabın içine yumurtaları kırın. Üzerine zeytinyağı ve yoğurdu ilave ederek el blenderı ya da tel çırpıcı yardımıyla birkaç dakika çırpın.
5.) Ayrı bir kapta un, tuz, karabiber ve kabartma tozunu karıştırın.
6.) Yumurtalı karışımın üzerine ilave edin. Spatula yardımıyla karıştırın.
7.) Doğradığınız salam, yeşil soğan, kırmızı biberleri ve ufalanmış beyaz peyniri karışıma ekleyerek karıştırın.
8.) Muffin kalıbınızı hafifçe yağlayın. Hazırladığınız karışımı eşit miktarda paylaştırın.
9.) Daha önceden ısıttığınız fırında içi pişip, güzelce kabarana kadar pişirin.
10.) Fırından çıkardıktan sonra bir miktar dinlendirip kalıplardan çıkarın ve servis edin.
","Klasik bir kahvaltı masasını şahane bir hale getirecek tarifin ismini veriyoruz: Salamlı kahvaltılık muffin. Fırınlar ısıtılıyorsa, o da pişmek için hazır.",enerji verir
-MbO--I02tt1XIEUDPT5,Peynirli Poğaça Tarifi,Hamur İşi,süt;yoğurt;sıvı yağ;kuru maya;yumurta akı;toz şeker;tuz;un;yumurta sarısı;eritilmiş tereyağı;çörek otu (arzuya göre susam);beyaz peynir;ince kıyılmış maydanoz;,"1.) Süt, yoğurt ve sıvı yağı küçük bir tencerede ocakta hafifçe ısıtın.Ilık karışımı karıştırma kabına dökün.
2.) İçine yumurta akı, şeker, tuz ve mayayı atıp iyice karıştırın. Karışıma unu azar azar ekleyip bir tahta kaşık yardımıyla karıştırın.
3.)  
4.) Mayalanan hamuru katlayarak mayasını alın. Elinizi tereyağı ya da sıvı yağ ile hafifçe yağlayıp hamurdan bezeler hazırlamaya başlayın. Bezeleri elinizle açarak içerisine peynirli harcı koyup kapatın.
5.) Tepsiye yerleştirin. Poğaçaların üzerine eritilmiş tereyağ sürün ve tepsi mayası için yarım saat bekletin.
6.) Poğaçaların üzerine yumurta sarısı sürüp susam ya da çörek otu serperek önceden ısınmış alt üst ayarda 180  derece fırında 30 dakika pişirin. Pişme süresi fırınınıza göre farklılık gösterebilir.  Fırından alıp biraz soğuttuktan sonra servis edin. Afiyetler olsun!
","Poğaça tariflerinden yapımı oldukça kolay ve lezzetli, tam ölçülü ve pratik peynirli poğaça tarifi karşınızda! Şimdiden ellerinize sağlık.",enerji verir
-MbO--Vyfv-CW1lN1YOT,Çıtır Yumurta Tarifi,Kahvaltılık,üzüm sirkesi;tuz;yumurta;un;taze biberiye;ekmek kırıntısı;su;,"1.) Derin bir tencerenin içerisinde su koyun ve kaynatın.
2.) Kaynayan suyun içerisine sirke ve tuzu ekleyin.
3.) Tenceredeki suyu kaşık yardımıyla karıştırın ve bir girdap oluşturun.
4.) Yumurtalardan birini kaseye kırın ve girdap oluşturduğunuz suyun içerisine yavaşça bırakın.
5.) Yaklaşık 3 dakika kadar pişirin ve suyunu süzdürerek tencereden alın.
6.) Pişirdiğiniz poşe yumurtayı önce una bulayın sonra bir adet çırptığınız yumurtaya bulayın.
7.) Son olarak taze biberiye ile ekmek kırıntılarını bir kasede karıştırın. Un ve yumurtaya buladığınız poşe yumurtaları ekmek kırıntısına bulayın ve yağda 2 dakika arkalı önlü altın rengi olacak şekilde kızartın.
8.) Sıcak olarak servis edin, sevdiklerinizle afiyetle tüketin.
","Kahvaltınıza renk katacak bir tarif ile karşınızdayız: Çıtır Yumurta! İçi akışkan, dışı çıtır çıtır lezzet dolu bu tarife yumurta seven herkes bayılacak!",enerji verir
-MbO--m4naYmJYFCWdcx,Açma Tarifi,Hamur İşi,yumurta;yumurta beyazı;yoğurt;süt;sıvı yağ;tereyağı;tuz;toz şeker;yaş maya;un;yumurta sarısı;,"1.) Bir su bardağı süt, bir su bardağı sıvı yağ ve bir su bardağı yoğurdu küçük bir tencereye alıp biraz karıştırdıktan sonra ocakta hafifçe ılık olacak şekilde ısıtın. Sıcak olmamasına dikkat edelim.
2.) Ilıklaşan karışımı bir yoğurma kabına alıp üzerine 2 adet tam yumurta, 2 yumurta akı, 6 tatlı kaşığı şeker,  2 tatlı kaşığı tuz, 2 paket toz maya ya da 1 paket yaş maya ekleyin.
3.) Pürüzsüz olana kadar karıştırın.
4.) Karışımın üzerine 7 su bardağı unu ekleyip yoğurun. Hafif ele yapışan ve orta yumuşaklıkta bir hamur elde edene kadar en az 3 dakika yoğurun ve yaklaşık 50 dakika mayalanmaya bırakın.
5.) Mayalanan hamuru maya kokusu olmaması için birkaç kez katlayın. 100 gram tereyağını bir tencerede eritin. Ellerimizi bolca tereyağlayarak hamurdan bezeleri ayırmaya başlayın.
6.) Bezeye tereyağ sürerek tezgah üzerinde elinizle açın.
7.) Rulo şeklinde sarın biraz sıktıktan sonra döndürerek düğüm atar gibi birleştirin.
8.) Yaklaşık 30 dakika tepsi mayası için bekletin.Kabardıktan sonra üzerlerine yumurta sarısı sürün.
9.)  Önceden ısıtılmış alt üst ayar 200 derece fırında yaklaşık 40 dakika pişirin.
10.) Fırından çıkarıp biraz dinlendirdikten sonra açmalarınız yenmeye hazır! Afiyet olsun.
","Hemencecik hazırlayabileceğiniz, lezzetiyle sizi çok mutlu edecek yumuşacık, ev yapımı nefis açma tarifi ile karşınızdayız!",enerji verir
-MbO--ttgg4FhvZMSsJW,Fıstık Ezmesi Tarifi,Kahvaltılık,kavrulmuş yer fıstığı;bal;pekmez;tuz;,"1.) Kavrulmuş yer fıstıklarının kabuklarını tek tek ayıklayın.
2.) Mutfak robotuna aldığınız kabuksuz yer fıstıklarını; bal, pekmez ve tuz ilavesiyle püre haline getirin.
3.) Yağını salan ve ekmeğe sürülebilir bir kıvam alan fıstık ezmesini cam bir kavanoza alıp muhafaza edin.
4.) Kahvaltının yanı sıra çeşitli hamur işlerinde tat ve kıvam verici olarak kullanın.
","Tekli doymamış yağ bakımından son derece zengin olan fıstık ezmesini hazırlıyor, 1 yemek kaşığının yaklaşık 100 kalori olduğunu unutmadan yiyoruz.",nötr
-MbO-09_QQHMbNv6WJ-y,Yumurta Dolması Tarifi,Kahvaltılık,yumurta;maydanoz yaprağı;tuz;karabiber;pul biber;ayçiçek yağı;,"1.) Kaynatıp altını kısıp tıngırdamaya bıraktığımız suda 6 adet yumurtayı 9-10 dakika haşlayalım.
2.) Sonrasında 1-2 dakika boyunca oda sıcaklığında suyun içine koyup pişme işlemini durduralım.
3.) Kabuklarını soyup ortadan ikiye bölelim.
4.) Sarılarını bir kaşık yardımıyla çıkarıp kenara alalım. Beyazlarını da ayrı bir yerde tutalım.
5.) Sarıları bir çatalla ezip ince kıyılmış maydanoz, tuz, karabiber, pul biber ve arzularsanız farklı otlarla karıştırıp bir harç haline getirelim.
6.) Hazırladığımız harcı tekrar yumurta beyazlarının içine dolduralım. Gevşek değil, sıkışık doldurmaya çalışalım.
7.) O sırada 1-2 parmak derinliğinde sıvı yağımızı kızdırmaya başlayalım. Çok yüksek ateş olmasın, orta-yüksek arası kafidir.
8.) Doldurma işlemi tamamlanınca, yumurtaları kenarda çırpılmış 7. yumurtaya önlü arkalı bandırıp, kızartmaya alalım.
9.) Altın sarısı renge ulaşınca yumurtaları kenardaki servis tabağına, altta yağı emmesi için koyduğumuz kağıt havluların üzerine alalım.
10.) Kahvaltılıklar ile beraber çok keyifli gidecek yemeğimiz hazırdır. Afiyet olsun.
","Yumurta dolması tarifiyle, dünyanın en basit görünen lakin çok basit olmayan ancak olabildiğine havalı bir yumurta yemeğiniz olacak.",nötr
-MbO-0H8JH7O4GqnHanc,Pofuduk Kahvaltılık Tarifi,Pratik Hamur İşi,yumurta;süt;rendelenmiş kaşar peyniri;maydanoz;un;kabartma tozu;şeker;tuz;sıvı yağ;,"1.) Yumurtaları derince bir kaba kırın ve üstüne; süt, rendelenmiş kaşar peyniri, ince doğranmış maydanoz, kabartma tozu, şeker ve tuzu ekleyip güzelce karıştırın.
2.) Sonra unu yavaş yavaş ilave edin.
3.) Ele yapışmayan bir hamur elde edin.
4.) Hamuru bir merdane yardımıyla çok ince y ada çok kalın olmayacak şekilde açın.  Açtığınız hamuru bir su bardağı yardımı ile kesin.
5.) Bir tavaya aldığınız sıvı yağda arkalı önlü güzelce kızartın.
6.) Tüm hamura aynı işlemi uygulayın.
7.) Tüm hamurlar kızarınca sıcak sıcak servis edin. Afiyetler olsun!
","Pofuduk kahvaltılık, kahvaltılık tarifler arasında en nefis ve pratik lezzetlerden biri. Bu tarif kaçmaz. Şimdiden ellerinize sağlık!",enerji verir
-MbO-0PJTSDqZnakEbiq,Gül Böreği Tarifi,Hamur İşi,yufka;eritilmiş tereyağı;yoğurt;ıspanak (ayıklanmış ve temizlenmiş);soğan;zeytinyağı;karabiber;tuz;ufalanmış beyaz peynir;maydanoz;yufka;eritilmiş tereyağı;yoğurt;ıspanak (ayıklanmış ve temizlenmiş);soğan;zeytinyağı;karabiber;tuz;yumurta sarısı;susam;çörek otu;,"1.) Kızgın tavaya iki yemek kaşığı zeytinyağ ekleyip soğanları kavurun.
2.) Üzerine ıspanakları ekleyip suyunu çekene kadar kavurun. Tuzunu ve karabiberini ekleyin.
3.) Peynirli harç için beyaz peyniri ufalayıp bir kaseye alın ve kıyılmış maydanoz ile karıştırın.
4.) Yoğurdu suyla beraber çırpın ve sürülebilir sos haline getirin. Yufkayı tezgaha yayıp üzerine fırça yardımıyla sulandırılmış yoğurt ve erimiş tereyağı sürün.Yufkayı D şeklinde katlayın ve ortadan ikiye kesin.
5.) Yufkaların yarısının üzerine peynirli harcı yayın.
6.) Diğer yarısına da ıspanaklı harcı yayın.
7.) Yufkaları rulo şeklinde sarın.
8.) Ardından ruloyu dolayarak gül şekli verin.
9.) Gül börekleri üzerine bir yağlı kağıt serdiğiniz tepsinin üzerine dizin ve böreklerin üzerine yumurta sarısı sürüp üzerine çörek otu ya da susam serpin.
10.) Tepsiyi önceden ısıtılmış alt üst 180 derece fırına yerleştirip böreklerin altı ve üstü güzelce kızarana kadar yaklaşık 30 dakika pişirin. Afiyet olsun.
",Hazır yufkadan yapılabilecek en nefis ve pratik börek tarifi karşınızda: Gül böreği! 2 farklı çeşidiyle afiyetle yemelik bu tarifi kaçırmayın!,enerji verir
-MbO-0c13J-Ma3mZDxWn,Ev Yapımı Sokak Simidi Tarifi,Kahvaltılık,ılık su;ılık süt;toz şeker;tuz;yumurta;instant maya;un;su;pekmez;susam;,"1.) Derin bir kabın içerisine ılık süt, ılık su, maya ve şekeri koyun güzelce karıştırın.
2.) Ardından içerisine yumurtayı kırın ve karıştırın. Bu karışımın içerisine azar azar un ilave edin.
3.) Tuzu da ekleyerek güzelce yoğurun. Ele yapışmayan yumuşacık bir hamur elde edin.
4.) Üzerini streç filmle ya da nemli bir bezle örtün ve oda sıcaklığında 1 saat kadar mayalanmaya bırakın.
5.) Mayalandıktan sonra minik bezeler halinde ayırın. Bezelerin her birini rulo şeklinde uzatın ve ikisini birbirine örgü biçimde sarın. Ardından uçlarını birleştirin.
6.) Suyla pekmezi karıştırarak açın. Susamları hafif kavurun soğumaya bırakın.
7.) Hazırladığınız simitleri önce pekmezli suya ardından susama bulayın ve pişirme kağıdı serili fırın tepsisinin üzerine aktarın.
8.) 180 derecede ısıtılmış fırında üzerleri kızarana kadar ortalama 25-30 dakika kadar pişirin. Çıkarıp afiyetle tüketin.
","O sıcacık, mis kokulu simitlere duyulan özlemi dindirmeye, evde kendi simidimizi yapmaya geliyoruz. Karşınızda çıtır çıtır ev yapımı sokak simidi.",enerji verir
-MbO-0jY5H_xy7lBJHQv,Patatesli Yumurta Tarifi,Kahvaltılık,orta boy patates;yumurta;tuz;taze çekilmiş tane karabiber;maydanoz;ayçiçek yağı;,"1.) Kabuğunu soyduğunuz patatesleri küçük küpler halinde doğrayın.
2.) Bol suda yıkayıp suyunu süzdürdükten sonra kağıt havlu yardımıyla kurulayın.
3.) Maydanozları servis esnasında kullanmak üzere incecik kıyın. Yumurtaları küçük bir kasede tuz ve taze çekilmiş tane karabiber ilavesiyle çırpın.
4.) Ayçiçek yağını geniş tabanlı bir tavada kızdırın. Küp şeklinde doğradığınız patatesleri kızgın yağda renk alıp hafif bir şekilde kıtırlaşana kadar kızartın.
5.) Patatesleri fazla yağını salmaları için bir kevgir yardımıyla alıp kağıt havlu üzerinde kısa bir süre dinlendirin.
6.) Yağını bırakan ve tamamı kızaran patates küplerini yeniden tavaya alın. Üzerlerine çırpılmış yumurtayı dökün. Aralarda karıştırarak kısık ateşte yumurta hafif sulu kalacak şekilde pişirin.
7.) Hazırladığınız yumurtalı patatesi geniş bir tabağa alıp bekletmeden sevdiklerinizle paylaşın.
","Geniş saatlere yayılan kahvaltı keyfinin olmazsa olmazı, paylaşılamayan kahvaltılık patatesli yumurta aynı zamanda sevilen ve pratik bir gece atıştırmalığı.",moral yükseltir
-MbO-14yTCxciOkn_YXS,Börek Tadında Omlet Tarifi,Vejetaryen,yumurta;haşlanmış patates;peynir;zeytinyağı;süt;un;kabartma tozu;ince kıyılmış maydanoz;karabiber;toz kırmızı biber;tuz;tereyağı;,"1.) Yumurtaları bir kabın içerisine kırın. Üzerine sütü ilave edin ve güzelce çırpın.
2.) Ardından haşlanmış patatesi rendeleyerek ilave edin. Un ve tuz hariç tüm malzemeleri de ekleyerek güzelce karıştırın.
3.) Son olarak un ve tuzunu ekleyerek güzelce çırpın.
4.) Orta boy tavanızı tereyağıyla yağlayın ve hafif kızdırın. Ardından karışımı ekleyerek kısık ateşe alın ve tavanızın kapağını kapatın.
5.) Bir tarafının piştiğinden emin olunca tavanın kapağı yardımıyla diğer yüzüne çevirin ve güzelce kızartın.
6.) Ardından servis tabağına alın ve dilimleyerek servis edin.
","Hem börek hem omlet... Bolca peynirli, içinde bir de patates var. Bu kahvaltılıktan beklediğiniz her şey börek tadında omlet tarimizde!",enerji verir
-MbO-1H_oQeO6_3StE39,Sebzeli Omlet Tarifi,Kahvaltılık,yumurta;orta boy haşlanmış patates;süt;büyük boy domates;orta boy yeşil biber;orta boy kırmızı biber;mantar;tuz;taze çekilmiş tane karabiber;çok küçük doğranmış maydanoz;rendelenmiş kaşar peyniri;zeytinyağı;,"1.) Arzuya göre kabuğunu soyduğunuz domatesi iri küpler halinde doğrayın.
2.) Ortadan ikiye kesip çekirdeklerini çıkardığınız yeşil ve kırmızı biberleri domateslerle uyumlu olacak şekilde kesin.
3.) Nemli bir bezle üzerlerini sildiğiniz mantarları ince ince kesin.
4.) Zeytinyağını orta boy bir yumurta tavasında kızdırın. Doğramış olduğunuz sebzeleri, yüksek ateşte kısa süre soteleyin. Düz bir tabağa aldığınız sote sebze karışımını kısa bir süre bekletin.
5.) Omlet hazırlığı için; haşlanmış patatesi rendenin kalın tarafıyla rendeleyin.
6.) Yumurta, süt, tuz ve karabiberi, rendelenmiş patates ilavesiyle derin bir kasede karıştırın.
7.) Sebzeleri sotelediğiniz tavayı yeniden ocağa alın. Çırpılmış yumurta karışımını tavaya aktarın.
8.) Kısık ateşte pişmeye başlayan omletin orta kısmına sote sebze karışımı ve rendelenmiş kaşar peynirini serpiştirin. Küçük parçalar halinde doğranmış maydanozu ekleyin.
9.) Geniş bir spatula yardımıyla ortadan ikiye katladığınız sebzeli omleti, kısa bir süre daha kısık ateşte pişirmeye devam edin.
10.) Servis tabağına aldığınız içi dolgulu omleti, kızarmış ekmek dilimleri eşliğinde bekletmeden servis edin.
",Kahvaltı masasını şenlendirmek için omlete katacağınız mevsim sebzeleriyle hazırladığınız kabarık bir sebzeli omlet sizi mutlu etmeye yeter de artar.,rahatlatır
-MbO-1P8kaKNp2yOOKtG,Çakallı Menemeni Tarifi,Kahvaltılık,domates;yeşil biber;yumurta sarısı;tereyağı;rendelenmiş kaşar peyniri;karabiber ve pulbiber;tuz;,"1.) Domatesleri yıkayın, kabuklarını soyun ve küçük küçük doğrayıp, bir kenara alın.
2.) Biberi yıkayın ve ince ince doğrayın.
3.) Bir tavaya tereyağını alın, yağ eriyince içine biberleri atın, biraz kavurduktan sonra, doğranmış domatesleri ekleyin.
4.) Eklediğiniz domatesleri kaşığın tersi ya da bir çatal yardımıyla ezerek kavurun. Domatesler suyunu çekene dek, kavurmaya devam edin.
5.) Ardından içine 3 adet yumurta sarısını, tuz, karabiber, pul biber ve rendelenmiş kaşar paynirini ekleyin
6.) Kaşar tamamen eriyene dek karıştırın. Sıcak sıcak servis edin.
",Az malzemeyle yapılabilecek en lezzetli en nefis tariflerden biriyle karşınızdayız! Samsun'un meşhur tarifi çakallı menemen tarifi.,enerji verir
